age,job,education,default,housing,loan,duration,campaign
42,services,high.school,no,no,no,551,1
35,technician,professional.course,no,yes,no,390,2
41,management,high.school,no,no,no,216,1
49,blue-collar,unknown,no,no,no,809,3
41,admin.,university.degree,no,yes,yes,103,1
41,services,high.school,no,yes,no,60,2
29,technician,professional.course,no,yes,no,87,6
42,technician,professional.course,no,yes,no,408,1
29,blue-collar,basic.6y,no,yes,no,69,3
27,blue-collar,basic.9y,no,no,no,198,2
40,technician,basic.9y,unknown,yes,no,539,1
36,blue-collar,basic.4y,no,yes,no,47,1
38,blue-collar,basic.9y,no,no,no,213,1
50,housemaid,unknown,no,no,no,287,3
35,admin.,university.degree,no,yes,yes,161,2
38,technician,university.degree,no,yes,no,1374,6
31,technician,university.degree,no,yes,no,50,3
37,admin.,university.degree,no,yes,no,82,3
28,technician,university.degree,no,yes,no,326,1
44,blue-collar,basic.6y,no,yes,no,10,1
53,admin.,high.school,no,no,no,223,1
36,technician,high.school,no,yes,no,162,1
36,blue-collar,basic.6y,no,no,no,246,1
56,blue-collar,professional.course,no,yes,no,621,4
31,services,high.school,no,no,no,140,1
48,admin.,unknown,no,yes,no,16,6
29,admin.,high.school,no,no,no,89,1
34,technician,professional.course,no,no,no,462,1
34,blue-collar,basic.9y,no,no,yes,215,2
57,retired,basic.9y,no,yes,no,149,5
46,blue-collar,basic.6y,no,yes,no,119,1
44,blue-collar,basic.4y,no,yes,yes,119,1
45,blue-collar,basic.6y,no,no,no,311,1
27,admin.,high.school,no,yes,no,164,3
51,technician,professional.course,no,no,no,1740,1
36,blue-collar,basic.9y,no,yes,no,301,1
35,technician,professional.course,no,no,yes,463,2
35,blue-collar,basic.9y,unknown,no,no,91,1
32,admin.,university.degree,no,yes,no,167,2
59,housemaid,basic.4y,unknown,yes,yes,56,5
30,blue-collar,high.school,unknown,yes,no,1153,3
21,student,basic.9y,no,no,no,59,2
37,services,high.school,no,yes,yes,608,2
41,management,unknown,no,yes,no,347,1
42,self-employed,university.degree,no,no,no,185,1
42,services,university.degree,no,unknown,unknown,262,1
30,technician,professional.course,unknown,no,no,37,2
33,admin.,university.degree,no,yes,no,118,1
59,management,basic.4y,unknown,yes,yes,318,1
38,blue-collar,basic.9y,unknown,yes,no,156,4
36,admin.,university.degree,no,yes,no,40,2
40,admin.,university.degree,no,no,no,71,2
38,technician,basic.9y,no,no,no,514,3
49,blue-collar,basic.4y,no,no,no,188,5
35,blue-collar,high.school,unknown,no,no,117,3
54,self-employed,high.school,no,yes,yes,904,3
28,admin.,university.degree,no,yes,no,170,1
30,unemployed,university.degree,no,no,no,125,1
36,blue-collar,high.school,no,yes,no,234,1
40,admin.,basic.9y,no,yes,yes,481,3
25,unemployed,high.school,unknown,no,no,120,10
57,blue-collar,basic.4y,unknown,yes,no,71,5
55,unknown,unknown,unknown,yes,no,449,1
51,technician,unknown,unknown,no,no,511,1
55,admin.,basic.9y,no,no,no,209,3
33,admin.,university.degree,no,no,no,158,3
31,admin.,university.degree,unknown,yes,no,219,1
25,unknown,university.degree,no,yes,no,712,2
27,technician,professional.course,no,yes,no,347,1
34,technician,university.degree,no,no,yes,114,2
40,technician,professional.course,no,no,no,26,1
34,admin.,university.degree,no,yes,no,686,6
28,technician,basic.9y,no,no,no,442,1
60,housemaid,high.school,unknown,yes,no,74,1
62,management,high.school,no,no,no,405,1
40,blue-collar,basic.6y,no,no,no,493,2
41,admin.,university.degree,unknown,yes,no,235,2
54,blue-collar,basic.4y,unknown,yes,yes,111,1
35,admin.,high.school,no,yes,no,195,4
52,blue-collar,basic.9y,no,no,no,630,4
44,unemployed,high.school,no,yes,no,146,1
29,services,high.school,no,yes,no,171,1
43,admin.,high.school,no,yes,no,44,2
54,services,high.school,no,no,no,321,4
26,blue-collar,high.school,no,yes,no,418,1
41,blue-collar,basic.6y,no,no,no,412,1
39,blue-collar,professional.course,unknown,no,no,192,2
38,unemployed,basic.9y,unknown,no,no,200,2
44,technician,basic.6y,unknown,no,no,8,9
54,retired,professional.course,unknown,no,no,95,2
28,blue-collar,basic.6y,unknown,yes,no,428,7
33,admin.,high.school,no,yes,no,345,1
54,technician,high.school,no,yes,no,47,2
33,services,high.school,no,no,no,73,4
33,blue-collar,basic.9y,no,yes,yes,94,1
36,services,high.school,no,yes,no,574,2
25,technician,university.degree,no,yes,no,142,2
54,entrepreneur,basic.9y,no,no,yes,249,6
49,blue-collar,high.school,no,yes,no,430,3
36,blue-collar,high.school,no,no,yes,164,3
34,technician,professional.course,no,yes,no,934,1
31,technician,university.degree,unknown,no,no,93,3
31,housemaid,high.school,no,yes,no,428,1
34,unemployed,basic.9y,unknown,yes,no,153,3
51,admin.,university.degree,unknown,no,no,80,1
30,admin.,university.degree,no,yes,no,13,23
41,blue-collar,basic.9y,no,yes,yes,107,2
44,retired,basic.9y,no,no,no,115,1
30,admin.,high.school,unknown,no,yes,153,1
35,technician,university.degree,no,no,no,52,5
45,admin.,university.degree,no,no,no,394,1
48,blue-collar,basic.4y,no,no,no,128,1
28,technician,professional.course,no,yes,no,1002,3
41,unknown,unknown,no,yes,yes,653,2
44,admin.,basic.9y,no,no,no,163,2
33,blue-collar,basic.9y,no,no,no,593,1
54,technician,basic.6y,no,no,no,112,1
50,admin.,high.school,no,no,no,46,4
59,blue-collar,basic.4y,no,no,no,167,2
41,admin.,university.degree,no,no,no,84,5
68,retired,high.school,no,no,yes,263,2
36,technician,high.school,no,no,no,46,3
42,admin.,university.degree,no,no,no,236,3
29,blue-collar,high.school,no,yes,no,1452,1
31,blue-collar,basic.9y,no,yes,no,162,10
52,self-employed,basic.9y,no,yes,no,26,5
44,blue-collar,basic.4y,no,no,no,141,2
50,services,basic.4y,unknown,yes,no,507,1
47,services,professional.course,no,yes,no,226,2
41,management,high.school,no,no,no,97,1
47,technician,university.degree,no,no,no,130,3
40,admin.,high.school,no,no,no,46,2
33,technician,university.degree,no,no,no,216,1
48,technician,unknown,no,unknown,unknown,69,19
56,technician,university.degree,no,no,yes,69,1
42,admin.,unknown,no,no,no,55,1
57,admin.,university.degree,no,yes,no,27,3
36,services,basic.6y,unknown,yes,no,102,6
36,blue-collar,basic.6y,unknown,no,no,378,2
74,retired,basic.4y,no,no,no,1143,5
43,admin.,high.school,no,yes,no,210,1
34,technician,professional.course,no,yes,no,185,2
35,technician,professional.course,unknown,yes,no,34,2
55,housemaid,basic.4y,no,yes,no,14,1
47,housemaid,basic.4y,no,yes,yes,106,2
34,blue-collar,basic.9y,no,yes,no,350,8
49,admin.,professional.course,no,yes,yes,230,1
38,blue-collar,basic.4y,no,no,no,292,1
50,blue-collar,university.degree,unknown,no,no,108,1
38,admin.,high.school,no,yes,yes,449,1
40,services,high.school,no,yes,no,228,2
33,blue-collar,university.degree,no,yes,yes,389,4
43,admin.,university.degree,unknown,yes,no,112,2
34,technician,professional.course,no,no,no,511,3
38,housemaid,basic.9y,no,yes,no,445,2
57,retired,university.degree,no,yes,no,374,1
40,unemployed,basic.9y,no,yes,yes,316,3
52,self-employed,university.degree,no,yes,no,83,4
29,admin.,university.degree,no,yes,no,216,1
41,blue-collar,basic.6y,no,yes,no,488,1
40,services,basic.6y,unknown,no,no,140,2
28,blue-collar,basic.9y,no,yes,yes,576,2
32,technician,unknown,no,no,no,221,2
41,blue-collar,basic.4y,unknown,no,no,348,1
33,admin.,university.degree,no,unknown,unknown,73,4
81,housemaid,basic.4y,no,yes,no,246,2
27,blue-collar,basic.4y,no,yes,no,310,3
58,management,basic.4y,no,no,no,240,3
28,entrepreneur,basic.4y,unknown,yes,no,565,1
51,blue-collar,basic.4y,no,yes,yes,136,2
30,technician,university.degree,no,yes,no,96,2
43,services,high.school,no,no,no,118,1
29,admin.,high.school,no,yes,no,213,2
33,admin.,high.school,no,yes,no,90,1
56,unemployed,professional.course,no,yes,no,214,4
76,retired,basic.4y,no,no,no,185,1
45,blue-collar,basic.9y,no,no,yes,124,1
53,technician,professional.course,unknown,no,no,69,1
36,management,professional.course,no,no,no,115,2
29,admin.,high.school,no,yes,no,920,2
49,admin.,high.school,no,yes,no,59,2
54,housemaid,unknown,no,yes,no,105,1
49,admin.,university.degree,no,no,no,958,5
30,technician,professional.course,no,yes,no,253,1
29,unemployed,high.school,no,yes,no,168,2
29,blue-collar,basic.4y,no,yes,no,98,1
50,management,basic.4y,no,yes,no,389,1
59,technician,high.school,no,yes,no,226,5
31,services,high.school,no,no,no,185,6
33,blue-collar,basic.4y,no,no,no,313,1
54,blue-collar,basic.4y,no,yes,no,43,3
40,housemaid,university.degree,no,no,yes,539,1
46,blue-collar,university.degree,no,yes,yes,436,5
32,admin.,university.degree,no,unknown,unknown,143,3
41,management,unknown,unknown,no,no,200,4
34,blue-collar,university.degree,no,yes,yes,266,6
50,technician,high.school,unknown,yes,yes,111,1
37,blue-collar,professional.course,no,no,no,336,1
25,unemployed,university.degree,no,yes,no,260,2
31,admin.,university.degree,no,no,no,264,2
34,admin.,high.school,no,no,no,231,1
35,blue-collar,basic.9y,unknown,no,no,234,1
36,blue-collar,basic.9y,unknown,yes,no,744,6
45,student,unknown,no,yes,no,316,2
40,admin.,university.degree,no,yes,no,250,1
29,blue-collar,basic.6y,no,yes,no,92,1
30,blue-collar,basic.6y,no,no,no,159,1
33,housemaid,university.degree,unknown,yes,no,46,3
44,blue-collar,basic.6y,unknown,yes,no,39,1
34,management,high.school,no,yes,no,80,7
34,blue-collar,basic.9y,no,no,no,206,1
42,admin.,university.degree,no,yes,no,261,3
41,admin.,high.school,no,no,no,126,3
36,admin.,university.degree,no,no,no,65,1
31,admin.,university.degree,no,no,no,13,9
40,self-employed,unknown,unknown,no,no,143,9
31,admin.,high.school,no,yes,no,91,1
72,retired,university.degree,no,no,no,270,1
50,blue-collar,basic.6y,no,yes,no,82,1
39,blue-collar,basic.9y,no,yes,no,391,1
41,admin.,high.school,no,yes,no,471,1
37,entrepreneur,basic.9y,unknown,yes,no,349,3
51,blue-collar,basic.6y,unknown,yes,no,396,1
19,student,basic.9y,no,yes,no,126,4
35,blue-collar,basic.4y,no,yes,no,98,1
32,blue-collar,basic.9y,no,yes,no,297,2
52,blue-collar,basic.4y,no,no,no,109,1
47,technician,basic.9y,no,no,yes,208,1
49,technician,high.school,no,no,no,109,2
31,self-employed,university.degree,no,no,no,854,1
44,blue-collar,professional.course,unknown,no,no,407,4
50,entrepreneur,basic.4y,unknown,yes,no,217,1
28,blue-collar,basic.9y,no,no,no,156,1
32,technician,high.school,no,yes,no,1531,1
45,entrepreneur,unknown,no,no,no,89,5
43,admin.,university.degree,no,no,no,281,1
49,admin.,high.school,no,yes,no,668,2
31,services,high.school,no,yes,no,31,9
34,self-employed,university.degree,no,yes,no,162,3
53,management,university.degree,no,yes,no,342,3
47,blue-collar,basic.6y,no,no,no,126,3
38,blue-collar,basic.4y,unknown,no,no,690,1
36,admin.,high.school,no,yes,yes,148,2
31,technician,professional.course,no,yes,no,106,5
50,management,high.school,unknown,no,no,82,7
24,student,high.school,unknown,no,no,190,1
34,technician,professional.course,no,yes,no,107,2
49,admin.,high.school,no,yes,no,470,2
35,admin.,basic.6y,no,yes,no,364,10
51,technician,university.degree,no,yes,no,470,2
43,blue-collar,basic.9y,no,no,no,386,2
36,blue-collar,high.school,no,yes,no,423,2
33,technician,high.school,unknown,no,no,442,1
39,admin.,high.school,no,yes,yes,9,19
39,blue-collar,basic.9y,unknown,yes,no,228,9
39,technician,professional.course,no,yes,no,363,2
35,technician,professional.course,no,yes,no,117,3
36,services,university.degree,no,no,no,208,1
39,blue-collar,basic.6y,no,yes,no,308,1
55,admin.,high.school,no,yes,no,92,3
26,student,basic.9y,no,yes,no,75,2
56,admin.,university.degree,unknown,yes,no,120,6
80,retired,basic.4y,no,no,no,207,4
31,admin.,professional.course,no,no,no,161,2
46,blue-collar,basic.9y,unknown,no,no,426,2
46,services,basic.4y,no,no,no,191,3
55,services,basic.4y,unknown,yes,no,26,2
33,management,university.degree,no,no,yes,42,7
29,admin.,high.school,no,yes,no,202,2
32,student,university.degree,no,no,no,258,1
34,admin.,high.school,no,no,no,359,5
31,technician,professional.course,no,no,no,66,10
25,admin.,high.school,no,no,no,16,4
41,blue-collar,basic.6y,no,no,no,144,5
34,admin.,university.degree,no,no,no,260,3
35,admin.,university.degree,no,yes,no,108,4
40,blue-collar,basic.4y,unknown,yes,no,67,1
38,services,high.school,unknown,no,yes,1257,3
54,admin.,high.school,no,yes,no,92,1
46,blue-collar,basic.4y,unknown,yes,no,124,3
43,blue-collar,basic.4y,unknown,no,no,518,3
71,retired,university.degree,no,yes,no,167,1
25,student,unknown,unknown,yes,no,121,1
37,admin.,high.school,no,no,no,165,3
22,student,basic.9y,no,no,no,85,1
29,services,high.school,unknown,yes,yes,129,4
46,admin.,basic.9y,no,no,no,405,2
43,management,university.degree,unknown,no,no,167,2
32,admin.,university.degree,no,no,no,137,1
45,services,professional.course,no,yes,yes,307,1
27,admin.,university.degree,unknown,yes,no,226,1
37,blue-collar,basic.6y,no,yes,no,99,3
56,unemployed,basic.4y,no,no,yes,363,2
45,blue-collar,basic.4y,unknown,yes,no,328,1
54,management,university.degree,no,no,no,339,1
37,admin.,high.school,no,no,no,609,2
52,blue-collar,basic.4y,unknown,no,no,528,3
43,technician,professional.course,no,no,no,720,2
70,retired,basic.4y,no,yes,no,76,2
38,services,high.school,no,yes,no,55,1
42,admin.,university.degree,no,no,no,226,2
27,services,high.school,no,no,no,151,4
50,admin.,high.school,unknown,yes,no,339,2
34,admin.,university.degree,no,yes,no,111,4
35,technician,university.degree,no,yes,yes,37,4
54,blue-collar,basic.4y,no,no,no,856,1
41,blue-collar,basic.9y,unknown,no,no,201,1
57,blue-collar,unknown,unknown,no,no,68,1
41,technician,professional.course,unknown,yes,no,768,4
88,retired,basic.4y,no,yes,no,85,1
37,admin.,university.degree,no,no,no,996,1
45,blue-collar,professional.course,no,yes,no,1954,2
48,admin.,high.school,unknown,yes,yes,466,1
30,blue-collar,high.school,no,no,no,250,1
32,admin.,university.degree,no,no,no,135,1
52,technician,university.degree,no,no,no,244,5
47,technician,high.school,no,no,no,202,3
31,admin.,university.degree,no,yes,no,547,1
29,technician,university.degree,no,no,no,50,7
36,admin.,university.degree,no,yes,yes,374,2
42,blue-collar,basic.4y,unknown,yes,no,250,2
52,services,high.school,unknown,yes,no,243,1
59,retired,university.degree,no,no,no,605,6
50,unknown,unknown,unknown,yes,no,237,1
49,blue-collar,basic.9y,unknown,no,no,281,1
32,blue-collar,basic.4y,unknown,no,no,285,1
37,technician,university.degree,no,no,no,107,4
37,unemployed,high.school,no,yes,no,29,1
35,blue-collar,unknown,no,yes,no,149,4
38,unknown,high.school,unknown,yes,no,133,1
37,technician,professional.course,unknown,no,no,237,2
30,admin.,university.degree,no,no,yes,85,2
36,admin.,high.school,no,no,no,97,2
56,entrepreneur,unknown,no,yes,no,478,2
24,admin.,high.school,no,no,no,220,5
31,services,high.school,no,yes,no,354,1
41,entrepreneur,high.school,no,yes,no,153,2
31,services,basic.9y,no,no,no,643,3
52,entrepreneur,basic.9y,unknown,no,no,267,4
38,technician,high.school,no,no,no,197,2
38,blue-collar,unknown,no,no,no,112,6
43,self-employed,university.degree,no,no,no,156,1
34,technician,professional.course,no,yes,no,1190,2
39,blue-collar,basic.6y,unknown,yes,yes,427,1
57,retired,basic.9y,unknown,yes,no,189,3
39,management,unknown,no,yes,yes,758,1
57,admin.,university.degree,unknown,no,yes,48,1
55,admin.,high.school,no,no,yes,213,1
38,admin.,high.school,unknown,no,no,173,4
41,blue-collar,basic.6y,no,unknown,unknown,234,2
45,technician,university.degree,unknown,yes,no,298,1
36,housemaid,basic.4y,no,yes,no,183,7
31,blue-collar,high.school,no,no,no,248,2
34,services,high.school,no,yes,no,640,1
34,unemployed,high.school,no,yes,no,21,5
41,blue-collar,basic.4y,no,yes,no,302,1
56,admin.,professional.course,no,yes,no,124,1
38,blue-collar,basic.9y,unknown,no,no,32,3
40,management,university.degree,no,no,no,549,1
51,admin.,university.degree,unknown,unknown,unknown,332,1
40,housemaid,basic.9y,no,yes,yes,169,1
23,admin.,high.school,no,yes,no,132,1
33,technician,professional.course,no,yes,no,396,2
40,management,university.degree,no,yes,yes,111,1
34,admin.,university.degree,no,no,no,139,2
53,admin.,unknown,no,yes,no,73,2
55,blue-collar,basic.4y,unknown,yes,no,70,1
42,services,high.school,unknown,yes,yes,243,1
46,housemaid,basic.4y,unknown,yes,no,259,1
45,technician,professional.course,unknown,no,no,128,1
21,blue-collar,basic.9y,no,no,no,160,1
60,retired,basic.4y,no,no,no,465,4
32,admin.,high.school,no,no,no,219,2
50,entrepreneur,university.degree,unknown,yes,no,595,2
27,admin.,high.school,no,no,no,6,1
57,admin.,basic.9y,no,no,no,1139,2
35,admin.,university.degree,no,yes,no,789,1
57,blue-collar,basic.4y,unknown,yes,no,1051,3
36,technician,professional.course,no,yes,yes,81,1
33,admin.,basic.9y,no,no,no,127,1
53,technician,high.school,no,no,no,405,1
33,technician,professional.course,no,yes,no,122,4
28,blue-collar,basic.9y,no,yes,yes,109,2
47,unknown,unknown,unknown,no,no,147,1
42,technician,professional.course,no,yes,yes,154,5
45,housemaid,high.school,no,no,no,352,2
39,blue-collar,basic.9y,no,no,no,583,2
24,services,high.school,no,yes,no,1594,1
50,blue-collar,basic.4y,no,yes,no,306,3
28,blue-collar,basic.4y,unknown,yes,no,76,2
29,management,basic.9y,no,no,no,69,2
38,services,high.school,no,no,no,124,1
47,blue-collar,basic.6y,no,no,yes,930,1
82,housemaid,basic.4y,no,no,no,316,1
36,management,university.degree,no,no,yes,49,5
43,management,university.degree,unknown,yes,yes,307,1
54,technician,professional.course,unknown,yes,no,698,1
34,admin.,university.degree,no,yes,no,649,1
59,technician,basic.9y,no,no,no,135,9
81,retired,basic.6y,no,no,no,189,2
31,technician,professional.course,no,yes,no,91,2
54,admin.,university.degree,no,yes,no,80,2
40,entrepreneur,basic.9y,unknown,yes,yes,246,3
32,blue-collar,basic.9y,no,no,no,490,1
38,admin.,university.degree,no,no,no,50,3
37,management,university.degree,no,no,no,114,5
37,technician,high.school,unknown,yes,no,54,2
48,blue-collar,basic.4y,unknown,yes,yes,269,2
42,management,unknown,no,no,no,251,2
33,self-employed,basic.4y,no,no,no,174,1
31,services,high.school,no,no,yes,1319,2
32,technician,university.degree,no,no,yes,137,2
44,blue-collar,basic.9y,unknown,no,no,361,1
36,blue-collar,basic.4y,no,yes,no,775,1
42,technician,university.degree,no,yes,no,213,1
57,blue-collar,basic.9y,no,yes,no,601,1
